Users,SpawnRate
1,1
1,1
2,1
3,1
4,1
1,1
1,1
3,1
3,1
2,1
2,1
3,1
2,1
1,1
3,1
2,1
2,1
1,1
1,1
1,1
4,1
4,1
2,1
3,1
6,1
5,1
5,1
7,1
9,1
13,1
13,1
20,1
21,1
18,1
20,1
18,1
15,1
16,1
13,1
15,1
15,1
16,1
15,1
12,1
12,1
11,1
9,1
12,1
12,1
10,1
11,1
11,1
10,1
11,1
12,1
10,1
9,1
12,1
13,1
11,1
13,1
13,1
12,1
15,1
14,1
13,1
17,1
20,1
18,1
21,1
22,1
21,1
24,1
24,1
26,1
24,1
24,1
24,1
24,1
19,1
20,1
17,1
16,1
14,1
13,1
9,1
10,1
9,1
9,1
8,1
5,1
5,1
5,1
4,1
6,1
3,1
4,1
2,1
2,1
2,1
