Users,SpawnRate
2,1
3,1
4,1
5,1
6,1
2,1
8,1
6,1
2,1
2,1
2,1
2,1
2,1
4,1
2,1
6,1
2,1
2,1
2,1
2,1
4,1
6,1
8,1
4,1
12,1
12,1
10,1
16,1
22,1
20,1
32,1
40,1
44,1
42,1
36,1
34,1
32,1
32,1
32,1
26,1
28,1
30,1
26,1
28,1
22,1
26,1
20,1
22,1
18,1
16,1
18,1
22,1
22,1
18,1
22,1
20,1
24,1
24,1
20,1
20,1
20,1
26,1
28,1
28,1
30,1
30,1
36,1
40,1
38,1
42,1
40,1
48,1
46,1
46,1
52,1
52,1
54,1
50,1
48,1
44,1
38,1
30,1
30,1
24,1
22,1
20,1
18,1
18,1
18,1
10,1
14,1
16,1
10,1
14,1
10,1
6,1
10,1
10,1
4,1
4,1
