Users,SpawnRate
6,1
7,1
8,1
9,1
10,1
2,1
6,1
6,1
8,1
2,1
4,1
6,1
4,1
2,1
2,1
4,1
6,1
4,1
2,1
2,1
8,1
2,1
4,1
8,1
14,1
10,1
16,1
14,1
18,1
26,1
28,1
40,1
46,1
42,1
36,1
40,1
36,1
36,1
32,1
32,1
28,1
30,1
30,1
30,1
26,1
22,1
18,1
20,1
22,1
16,1
20,1
22,1
20,1
20,1
24,1
22,1
18,1
22,1
26,1
26,1
20,1
24,1
26,1
30,1
28,1
32,1
34,1
34,1
38,1
40,1
42,1
48,1
48,1
50,1
48,1
50,1
54,1
50,1
44,1
40,1
40,1
32,1
30,1
28,1
24,1
20,1
18,1
18,1
14,1
14,1
16,1
14,1
12,1
14,1
8,1
12,1
8,1
4,1
4,1
2,1
